epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1225.45,0.73403,1.12756,0.95297,0.41214,0.30465,0.29557,0.21868,1.48426,2.20443,1.33614,0.000275084,0.000275084,0.000275084
40,1253.77,0.73055,1.12174,0.96808,0.43376,0.31576,0.29963,0.21665,1.48896,2.17407,1.34089,0.000253086,0.000253086,0.000253086
41,1282.32,0.66422,1.12807,0.899,0.42771,0.31576,0.30765,0.22155,1.49161,2.15381,1.32773,0.000231088,0.000231088,0.000231088
42,1310.82,0.65535,1.11877,0.91564,0.48306,0.28281,0.3083,0.22731,1.4842,2.2027,1.33474,0.00020909,0.00020909,0.00020909
43,1339.88,0.63272,1.07047,0.9008,0.41194,0.37012,0.31259,0.22798,1.4958,2.22743,1.34725,0.000187092,0.000187092,0.000187092
44,1366.79,0.64034,1.10895,0.89867,0.39502,0.36579,0.31979,0.23469,1.453,2.11229,1.32732,0.000165095,0.000165095,0.000165095
45,1396.33,0.6116,1.06779,0.88472,0.40688,0.37878,0.31674,0.22637,1.42837,2.04471,1.31957,0.000143097,0.000143097,0.000143097
46,1425.83,0.60565,1.05348,0.88109,0.39716,0.38242,0.31713,0.22944,1.39712,2.03236,1.30189,0.000121099,0.000121099,0.000121099
47,1453.67,0.60548,1.02128,0.87513,0.3736,0.38242,0.31976,0.2279,1.40341,2.03758,1.30953,9.91012e-05,9.91012e-05,9.91012e-05
48,1483.21,0.59201,0.98653,0.8944,0.35874,0.37835,0.32043,0.22937,1.4119,2.06301,1.32583,7.71034e-05,7.71034e-05,7.71034e-05
49,1512.19,0.5884,0.98003,0.87933,0.48037,0.29458,0.31989,0.22943,1.40957,2.06985,1.3237,5.51056e-05,5.51056e-05,5.51056e-05
50,1542.16,0.62478,1.00493,0.88443,0.48228,0.29594,0.32072,0.22874,1.40068,2.06939,1.31416,3.31078e-05,3.31078e-05,3.31078e-05
