epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.67947,1.77271,4.74687,1.60669,0.0012,0.1204,0.00279,0.00179,2.01111,4.268,1.99847,0.00014443,0.00014443,0.00014443
2,7.49463,1.3387,4.11542,1.34114,0.00221,0.27232,0.08847,0.0718,1.54836,4.0103,1.44207,0.000288091,0.000288091,0.000288091
3,9.77152,1.21304,3.21036,1.17909,0.00395,0.5398,0.12036,0.09961,1.45917,3.78967,1.44261,0.000419434,0.000419434,0.000419434
4,11.9903,1.14944,2.71712,1.12561,0.00414,0.38727,0.08347,0.05153,1.51506,3.66895,1.47055,0.000538457,0.000538457,0.000538457
5,14.1327,1.13156,2.48408,1.09445,0.00539,0.45172,0.11408,0.09344,1.50831,3.52831,1.48016,0.000645162,0.000645162,0.000645162
6,16.2974,1.13264,2.44097,1.12188,0.00645,0.56465,0.15597,0.10967,1.56934,3.48755,1.56004,0.000739548,0.000739548,0.000739548
7,18.3896,1.13554,2.41268,1.11968,0.405,0.08617,0.14437,0.10019,1.56334,3.48045,1.53266,0.000821616,0.000821616,0.000821616
8,20.5159,1.1059,2.22848,1.09579,0.52086,0.15818,0.20465,0.15298,1.60096,3.05306,1.58349,0.000803031,0.000803031,0.000803031
9,22.6536,1.07725,2.199,1.09565,0.51792,0.16374,0.19356,0.13399,1.67555,3.12816,1.54918,0.000759035,0.000759035,0.000759035
10,24.798,1.07995,2.15317,1.10473,0.29544,0.17564,0.1926,0.14971,1.58389,2.90491,1.54964,0.00071504,0.00071504,0.00071504
11,26.8981,1.14642,2.31334,1.16805,0.32497,0.23351,0.21744,0.16696,1.56971,2.72338,1.50623,0.000671044,0.000671044,0.000671044
12,29.001,1.10819,1.98901,1.1288,0.17859,0.17186,0.20564,0.16192,1.4785,2.62674,1.419,0.000627048,0.000627048,0.000627048
13,31.1371,1.03165,2.07484,1.069,0.21827,0.28254,0.20211,0.15982,1.54508,2.41844,1.42436,0.000583053,0.000583053,0.000583053
14,33.2934,1.02262,1.952,1.06404,0.28159,0.23631,0.21528,0.16336,1.62585,2.51823,1.49967,0.000539057,0.000539057,0.000539057
15,35.3834,0.99802,1.83168,1.09976,0.41853,0.3097,0.25583,0.1867,1.51583,2.48808,1.43776,0.000495062,0.000495062,0.000495062
16,58.3517,0.95368,1.99436,1.03718,0.38729,0.31273,0.32645,0.23592,1.44782,2.28949,1.3987,0.000451066,0.000451066,0.000451066
17,60.4841,0.91654,1.89961,1.02405,0.39546,0.36161,0.29698,0.21304,1.62202,2.14819,1.45934,0.00040707,0.00040707,0.00040707
18,62.6145,0.96965,1.90474,1.07715,0.41959,0.3685,0.29017,0.21145,1.48857,2.05947,1.39888,0.000363075,0.000363075,0.000363075
19,64.7126,0.82044,1.78224,0.99322,0.45832,0.38228,0.29007,0.20998,1.41555,2.01802,1.34853,0.000319079,0.000319079,0.000319079
20,66.8614,0.86345,1.71226,0.99662,0.56518,0.30522,0.31188,0.22163,1.37766,2.06016,1.31522,0.000275084,0.000275084,0.000275084
21,69.0066,0.84809,1.79683,0.98508,0.47046,0.33401,0.35396,0.246,1.39841,2.08731,1.33939,0.000231088,0.000231088,0.000231088
22,71.1067,0.83879,1.76206,0.97688,0.49277,0.34787,0.35183,0.24395,1.39996,2.04937,1.33875,0.000187092,0.000187092,0.000187092
23,73.1746,0.83729,1.72496,0.98999,0.48205,0.35184,0.35312,0.24866,1.41422,2.04737,1.35551,0.000143097,0.000143097,0.000143097
24,75.2721,0.85014,1.65822,0.98529,0.6659,0.30395,0.35498,0.2535,1.39783,2.04789,1.35104,9.91012e-05,9.91012e-05,9.91012e-05
25,77.3728,0.78293,1.67121,0.97628,0.61448,0.31838,0.35216,0.25215,1.3793,2.03319,1.33801,5.51056e-05,5.51056e-05,5.51056e-05
