epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.4667,1.88895,4.88828,1.68759,0.00031,0.03111,0.0003,0.0001,2.17062,4.43336,2.25201,6.666e-05,6.666e-05,6.666e-05
2,7.43623,1.57636,4.43928,1.49501,0.00105,0.12222,0.00181,0.00053,1.84367,4.2432,1.7554,0.00014157,0.00014157,0.00014157
3,9.69021,1.25739,3.66101,1.22668,0.0031,0.35232,0.00617,0.00182,1.37474,4.04509,1.3623,0.000213401,0.000213401,0.000213401
4,11.6935,1.16826,2.92827,1.1643,0.00326,0.39051,0.08358,0.07273,1.448,3.91378,1.36179,0.000282152,0.000282152,0.000282152
5,13.6224,1.15793,2.72544,1.1629,0.0056,0.48364,0.04779,0.03565,1.54221,3.79035,1.39374,0.000347823,0.000347823,0.000347823
6,15.4744,1.11576,2.46761,1.06304,0.00645,0.42182,0.05548,0.03539,1.43168,3.73217,1.34549,0.000410415,0.000410415,0.000410415
7,17.3568,0.98612,2.22026,1.01993,0.00359,0.30061,0.06846,0.0454,1.4716,3.76459,1.37322,0.000469926,0.000469926,0.000469926
8,19.1327,1.07892,2.1941,1.06007,0.00375,0.32061,0.1617,0.12267,1.47315,3.62342,1.42804,0.000526358,0.000526358,0.000526358
9,20.9901,1.00699,2.16459,1.04602,0.00388,0.31535,0.14102,0.1022,1.45953,3.63394,1.47306,0.000579711,0.000579711,0.000579711
10,22.7876,0.95042,2.09041,1.02714,0.00421,0.39717,0.13189,0.09002,1.49922,3.69222,1.48061,0.000629984,0.000629984,0.000629984
11,24.6023,1.03518,2.15094,1.07309,0.48791,0.05818,0.15636,0.10045,1.60338,3.4474,1.60974,0.000677177,0.000677177,0.000677177
12,26.4158,1.05203,1.94534,1.08432,0.64485,0.12129,0.20365,0.13433,1.59063,3.09266,1.62736,0.00072129,0.00072129,0.00072129
13,28.2089,1.02792,2.04435,1.08438,0.53058,0.15658,0.22236,0.15645,1.64916,3.10323,1.70699,0.000762324,0.000762324,0.000762324
14,30.1958,1.04963,1.92962,1.07856,0.28724,0.22859,0.24004,0.17385,1.69202,2.80025,1.65741,0.000800278,0.000800278,0.000800278
15,32.2042,1.03116,1.9079,1.05939,0.55081,0.25848,0.25963,0.18708,1.52812,2.86949,1.50073,0.000803031,0.000803031,0.000803031
16,34.0258,1.05604,1.79029,1.10483,0.44071,0.13908,0.22607,0.16809,1.5304,2.97352,1.50941,0.000781033,0.000781033,0.000781033
17,35.8722,0.93066,1.66792,1.01682,0.32004,0.16606,0.20436,0.15135,1.51764,2.84621,1.52347,0.000759035,0.000759035,0.000759035
18,37.7102,0.96622,1.63636,1.05068,0.22303,0.185,0.19915,0.14091,1.51965,2.73809,1.48421,0.000737037,0.000737037,0.000737037
19,39.5977,0.90124,1.56061,1.01273,0.26648,0.18242,0.21082,0.15551,1.52675,2.79866,1.51004,0.00071504,0.00071504,0.00071504
20,41.4611,0.93616,1.57118,1.01903,0.34706,0.20969,0.26314,0.18229,1.55326,2.43327,1.54268,0.000693042,0.000693042,0.000693042
21,43.271,0.91989,1.59269,1.03951,0.21794,0.27052,0.26421,0.18638,1.56961,2.38521,1.53769,0.000671044,0.000671044,0.000671044
22,45.1284,0.94002,1.56876,1.0405,0.25764,0.21493,0.25372,0.17829,1.63849,2.39006,1.56985,0.000649046,0.000649046,0.000649046
23,46.9864,0.9577,1.55555,1.01126,0.39708,0.29592,0.27825,0.20219,1.62849,2.19183,1.55773,0.000627048,0.000627048,0.000627048
24,48.8893,0.86966,1.44603,1.01287,0.33171,0.30465,0.31308,0.23257,1.51688,2.21257,1.42747,0.000605051,0.000605051,0.000605051
25,50.7797,0.91298,1.44128,1.02565,0.33889,0.32044,0.30548,0.23393,1.48293,2.25644,1.4238,0.000583053,0.000583053,0.000583053
26,52.7106,0.92294,1.4249,0.99368,0.42844,0.2637,0.30614,0.2323,1.40818,2.12434,1.36176,0.000561055,0.000561055,0.000561055
27,54.5413,0.88551,1.4675,1.01412,0.47277,0.3176,0.30331,0.22982,1.35895,2.02577,1.33524,0.000539057,0.000539057,0.000539057
28,56.3837,0.7856,1.2766,0.97089,0.46735,0.3283,0.29704,0.22327,1.29527,2.17995,1.31954,0.000517059,0.000517059,0.000517059
29,58.2459,0.82389,1.32625,0.98553,0.50005,0.34221,0.30126,0.22729,1.31367,2.10746,1.33802,0.000495062,0.000495062,0.000495062
30,60.2353,0.8587,1.33217,1.00395,0.49232,0.36375,0.31902,0.2317,1.3745,1.91042,1.36221,0.000473064,0.000473064,0.000473064
31,62.1224,0.88862,1.36027,1.01503,0.46876,0.36709,0.31056,0.23134,1.38867,2.0155,1.36216,0.000451066,0.000451066,0.000451066
32,64.0043,0.84786,1.34458,0.99354,0.53091,0.34047,0.31081,0.22345,1.45146,2.03748,1.36315,0.000429068,0.000429068,0.000429068
33,65.9042,0.79881,1.26638,0.99426,0.53496,0.34923,0.32448,0.22915,1.44977,1.92249,1.35646,0.00040707,0.00040707,0.00040707
34,67.7908,0.80145,1.22318,0.99073,0.48546,0.38211,0.32476,0.23061,1.44435,1.99781,1.33844,0.000385073,0.000385073,0.000385073
35,69.6534,0.78611,1.23698,1.01263,0.48378,0.37131,0.31956,0.24173,1.36405,1.85457,1.31029,0.000363075,0.000363075,0.000363075
36,71.5209,0.80066,1.35444,1.00444,0.46871,0.34762,0.33287,0.24649,1.43539,1.95817,1.36054,0.000341077,0.000341077,0.000341077
37,73.3451,0.77137,1.2303,0.97651,0.4173,0.30465,0.31828,0.23655,1.45752,1.98984,1.36755,0.000319079,0.000319079,0.000319079
38,75.198,0.75389,1.19855,0.97525,0.44009,0.36439,0.32721,0.23739,1.51953,1.92294,1.38922,0.000297081,0.000297081,0.000297081
39,77.0608,0.72826,1.15019,0.9349,0.44362,0.38386,0.33493,0.23363,1.47839,1.95559,1.3729,0.000275084,0.000275084,0.000275084
40,78.9182,0.74201,1.16331,0.94266,0.45656,0.39163,0.37635,0.26434,1.41628,1.87112,1.36519,0.000253086,0.000253086,0.000253086
41,104.32,0.73276,1.34643,0.94022,0.50335,0.37131,0.38147,0.26958,1.40317,1.84493,1.35249,0.000231088,0.000231088,0.000231088
42,106.242,0.69184,1.25297,0.92586,0.459,0.35993,0.3675,0.26366,1.44639,1.92204,1.36669,0.00020909,0.00020909,0.00020909
43,108.329,0.68121,1.20411,0.90714,0.52962,0.3413,0.32476,0.24406,1.41103,1.96522,1.34457,0.000187092,0.000187092,0.000187092
44,110.305,0.6618,1.20821,0.9058,0.48764,0.36797,0.32213,0.24427,1.39891,1.91514,1.35122,0.000165095,0.000165095,0.000165095
45,112.083,0.69217,1.19056,0.92033,0.46773,0.36909,0.32053,0.2423,1.37656,1.88041,1.34267,0.000143097,0.000143097,0.000143097
46,113.92,0.66318,1.20284,0.9162,0.48815,0.37799,0.32621,0.24773,1.3455,1.79996,1.30483,0.000121099,0.000121099,0.000121099
47,115.766,0.63033,1.14089,0.8963,0.50107,0.38502,0.32672,0.24799,1.36363,1.80336,1.31248,9.91012e-05,9.91012e-05,9.91012e-05
48,117.61,0.62531,1.1378,0.88519,0.49382,0.38242,0.32804,0.24917,1.36779,1.80631,1.31814,7.71034e-05,7.71034e-05,7.71034e-05
49,119.467,0.62866,1.12031,0.91794,0.50349,0.38242,0.32772,0.24732,1.37043,1.81743,1.31395,5.51056e-05,5.51056e-05,5.51056e-05
50,121.311,0.62208,1.0843,0.90827,0.50107,0.37475,0.32419,0.25057,1.37032,1.82512,1.31609,3.31078e-05,3.31078e-05,3.31078e-05
